"Sku","Description","SubCategory","Fulfillment Cost","USA cost","Overseas Cost","Labor Cost","Alt Item Number","Alternate Product","On Order","Lead Time","Total Inventory","Tags","Active","Weight Amount","Weight Unit","Length","Width","Height","Dimensional Unit","External Site Product","Departments","Minimum Inventory","Maximum Inventory","Image"
"DPCMSMLAV","Dick's Potato Chips T-Shirt Lavender Men's Small","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/8f971a9a-0051-48f1-b08e-40f7ad769d05Lavender Lo Res.jpg"
"DPCMSMRED","Dick's Potato Chips T-Shirt Red Men's Small","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/d6a4cec3-881e-4ac0-8d05-24526b4aa6dfRed Lo Res.jpg"
"DPCMXLBLK","Dick's Potato Chips T-Shirt Black Men's XL","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/65cb9dd1-194b-4fb2-94fd-74317ea8a4ceBlack Lo Res.jpg"
"DPCMXLBLU","Dick's Potato Chips T-Shirt Blue Men's XL","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/04e17d77-287d-491d-8f9d-e3fb7eea3d99Blue Lo Res.jpg"
"DPCMXLDKB","Dick's Potato Chips T-Shirt Dark Chocolate Brown Men's XL","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/0cc4d67b-b71e-4918-9e74-223989943bcaBrown Lo Res.jpg"
"DPCMXLLAV","Dick's Potato Chips T-Shirt Lavender Men's XL","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/2bc73cb5-7ff8-4ed8-8657-31d3797151a4Lavender Lo Res.jpg"
"DPCMXLRED","Dick's Potato Chips T-Shirt Red Men's XL","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/fb3a920c-a5f8-42cb-80cc-2da57dfc83abRed Lo Res.jpg"
"DPCWLGBLK","Dick's Potato Chips T-Shirt Black Women's Large","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/25cfa93e-6b29-4560-8088-f29dc0277c34Black Lo Res %281%29.jpg"
"DPCWLGBLU","Dick's Potato Chips T-Shirt Blue Women's Large","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/0cc38d42-1ed1-46ec-9b25-2706eb9e7e59Blue Lo Res %281%29.jpg"
"DPCWLGNAT","Dick's Potato Chips T-Shirt Natural Women's Large","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/8492202e-7559-4a7f-9805-10847ce0c8d9Natural Lo Res.jpg"
"DPCWLGPNK","Dick's Potato Chips T-Shirt Pink Women's Large","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/b91084d6-e578-4bd4-aeaf-968666193688Pink Lo Res.jpg"
"DPCWLGRED","Dick's Potato Chips T-Shirt Red Women's Large","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/64caa923-ed11-41bd-9a57-f93a6021cb12Red Lo Res %281%29.jpg"
"DPCWMDBLK","Dick's Potato Chips T-Shirt Black Women's Medium","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/d80cf96b-2844-40c4-a621-0047395cc8d9Black Lo Res %281%29.jpg"
"DPCWMDBLU","Dick's Potato Chips T-Shirt Blue Women's Medium","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/2f522c34-a80b-4c08-90b5-59b9e653d5eaBlue Lo Res %281%29.jpg"
"DPCWMDNAT","Dick's Potato Chips T-Shirt Natural Women's Medium","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/6ab460fb-c391-492b-b440-11882120a472Natural Lo Res.jpg"
"DPCWMDPNK","Dick's Potato Chips T-Shirt Pink Women's Medium","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/5a0e44aa-8c2a-413f-acad-5ff1b911e22bPink Lo Res.jpg"
"DPCWMDRED","Dick's Potato Chips T-Shirt Red Women's Medium","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/d460b2b2-ac6c-4c71-8e09-e1cef11274d6Red Lo Res %281%29.jpg"
"DPCWSMBLK","Dick's Potato Chips T-Shirt Black Women's Small","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/4e50b9a1-f7c6-463e-9d2d-c2c3d7dbbfacBlack Lo Res %281%29.jpg"
"DPCWSMBLU","Dick's Potato Chips T-Shirt Blue Women's Small","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/958c45f4-102e-4778-82fb-a28e12299521Blue Lo Res %281%29.jpg"
"DPCWSMNAT","Dick's Potato Chips T-Shirt Natural Women's Small","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/576eee66-dcb6-4d57-bdfd-e8c8f89296efNatural Lo Res.jpg"
"DPCWSMPNK","Dick's Potato Chips T-Shirt Pink Women's Small","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/e6108cb9-4490-4ab3-abbc-6639ecfcf197Pink Lo Res.jpg"
"DPCWSMRED","Dick's Potato Chips T-Shirt Red Women's Small","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/484df154-4901-4452-88ab-fe4a23d1b62dRed Lo Res %281%29.jpg"
"DPCWXLBLK","Dick's Potato Chips T-Shirt Black Women's XL","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/4537a08e-ea0b-48a8-943d-1589e2d534c3Black Lo Res %281%29.jpg"
"DPCWXLBLU","Dick's Potato Chips T-Shirt Blue Women's XL","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/ec2a49b8-fe29-416b-933f-ccb1b192fe47Blue Lo Res %281%29.jpg"
"DPCWXLNAT","Dick's Potato Chips T-Shirt Natural Women's XL","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/4533a596-3716-4bac-810e-e8a7ccf50e13Natural Lo Res.jpg"
"DPCWXLPNK","Dick's Potato Chips T-Shirt Pink Women's XL","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/99100efc-0918-448a-a2a4-b2efc77da47dPink Lo Res.jpg"
"DPCWXLRED","Dick's Potato Chips T-Shirt Red Women's XL","","1.5","","0","0","","null","0","0","0","","Yes","0","Ounce(s)","0","0","0","Inches","No","Fulfillment","0","0","https://cwaprodstorage.blob.core.windows.net/images/7147789c-2f2b-481c-ae5c-12a11a55f608Red Lo Res %281%29.jpg"
"DS10","10 1/2"" Genuine Walnut Desk Wedge","","14.5","","0","0","null","null","0","3","30","","Yes","9.2","Ounce(s)","10","2.25","1.75","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/3ec05889-b886-45ee-aa29-567701e34137IMG_0843_clipped_rev_1.jpg"
"DS20","10"" Genuine Walnut Desk Wedge with Business Card Holder","","17.5","","0","0","null","null","0","3","50","","Yes","9.9","Ounce(s)","10","2.25","1.75","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/9188d520-64af-4a2f-b69c-01bcb0698148IMG_0841_clipped_rev_1.jpg"
"DS4B","4 1/2"" Beech Wood Business Card Holder","","10","","0","0","","null","0","3","5","","Yes","1.7","Ounce(s)","4.5","1.13","1.5","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/f8209a46-a563-4001-b1a8-a37f9f55911fIMG_0849_clipped_rev_1.jpg"
"DS4W","4 1/2"" Walnut Wood Business Card Holder","","12","","0","0","","null","0","3","7","","Yes","1.9","Ounce(s)","4.5","1.13","1.5","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/c3d898c4-750e-4e26-af10-f3c506f2297dIMG_0847_clipped_rev_1 %281%29.jpg"
"DS5B","5 1/4"" Beech Wood Business Card and Pen Holder","","11","","0","0","","null","6","3","1","","Yes","2.1","Ounce(s)","4.25","1.13","1.5","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/100d2ec2-b51b-4f57-8eb8-15671d775572IMG_0851_clipped_rev_1 %281%29.jpg"
"DS5W","5 1/4"" Walnut Business Card and Pen Holder","","13","","0","0","","null","0","3","2","","Yes","2.5","Ounce(s)","4.25","1.13","1.5","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/b5b0fabd-101a-4ea9-ab72-d7207e1bafebIMG_0845_clipped_rev_1 %281%29.jpg"
"DS8","8 1/2"" Genuine Walnut Desk Wedge","","12.5","","0","0","null","null","60","3","1","","Yes","9","Ounce(s)","8.5","2.38","1.75","Inches","No","Engraving, UVP","0","0","https://cwaprodstorage.blob.core.windows.net/images/2b072555-345b-4f32-b0f9-fcdd4eab5edfIMG_0839_clipped_rev_1.jpg"
"DSWCLR001","Clear Acrylic Desk Wedge 8"" (L) x 2"" (H) x 1"" (Thick)","","9","","0","0","","null","10000","75","10483","","Yes","10","Ounce(s)","8","1","2","Inches","No","UVP","0","0",""
"DUFBLKRED","Black and Red Duffle Bag
 Red Sides ,Black Front , black zippers 
 Handle straps and floor prongs on bottom","","21.5","","0","0","QUAL1893","null","0","60","1143","New Product,Missing Info,Q2","Yes","0","Ounce(s)","0","0","0","Inches","No","Embroidery","1","5000","https://cwaprodstorage.blob.core.windows.net/images/ff4628fc-1775-4bd7-a811-7cffb9201795Screenshot 2024-03-20 153153.png"
"DUFBLKRED-SO05","DUFFLE BAG, Black and Red, Set of 5","","107.5","","0","0","null","null","0","0","0","New Product,Missing Info,Q2","Yes","0","Ounce(s)","0","0","0","Inches","No","Embroidery","0","0","https://cwaprodstorage.blob.core.windows.net/images/2edfdc9c-9038-4bf7-bda0-09c03fbd78e4Screenshot 2024-03-20 153153.png"
"DUFFBLK","Black Canvas Duffel","","22.5","","0","0","null","null","0","60","7","OOS,Notify Stores Off","Yes","1.68","Pound(s)","23","9.75","13.5","Inches","No","Embroidery","0","0","https://cwaprodstorage.blob.core.windows.net/images/b5c204d3-edad-4c15-86de-be7b1acf9971test %2821%29.png"
"DUFFPNK","Pink Canvas Duffel Bag","","22.5","","0","0","null","null","0","60","0","OOS","Yes","1.68","Pound(s)","23","9.75","13.5","Inches","No","Embroidery","0","0",""
"DUFFWHT","White Canvas Duffel Bag","","22.5","","0","0","null","null","0","60","9","OOS,Notify Stores Off","Yes","1.68","Pound(s)","23","9.75","13.5","Inches","No","Embroidery","0","0","https://cwaprodstorage.blob.core.windows.net/images/cef485c4-2794-4016-b62d-7ca6952f08f6test %2821%29.png"
"E_ZEE_TEAR_STICK_ON","Adheasive Peel and Stick Backing Paper E-ZEE TEAR STICK-ON 1.5oz (21inX25yd White)","Embroidery Supplies","0","","0","0","21-25","null","0","5","4","","Yes","0","Ounce(s)","900","0","21","Inches","No","Inventory","0","0",""
"EB018041","(DISCONTINUED) Apron w/ 3 Piece BBQ Set Red Mitt and Salt & Pepper Shaker","","40","","0","0","","null","0","7","0","","Yes","1.65","Pound(s)","17","4.75","0","Inches","No","Embroidery, Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/5a42914c-0fb2-41af-b0b2-2bff09ed552fIMG_7611_clipped_rev_1.jpg"
"EMBMACOIL","Embroidery Machine OIl 
 ZOOM-SPOUT Sewing Machine Oil Oiler","Embroidery Supplies","0","","0","0","B00BYCKTW2","null","0","3","0","","Yes","11","Ounce(s)","5.6","4.3","2","Inches","No","Inventory","1","3","https://cwaprodstorage.blob.core.windows.net/images/e45de535-8eba-44e7-9171-3a53879adf2a51EZ5MqXQHL._AC_SL1000_.jpg"
"ER134CA","Knife- Camo blade With Pink inlay underneath Camo handle","","12.5","","0","0","null","null","0","7","4","OOS,Notify Stores Off","Yes","3.9","Ounce(s)","3.5","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/3071410d-92b6-45ab-bf1d-e5f41e900020IMG_9088_clipped_rev_1.jpg"
"ER138","Knife-Burl Wood Handle Silver Blade Comes in Nylon Pouch","","14.5","","0","0","","null","0","7","390","","Yes","4.8","Ounce(s)","4","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/1c1d0b01-0a24-4adb-abb3-55f09aa9cd47IMG_8935_clipped_rev_1.jpg"
"ER199","Hatchet- Grey","","12.5","","0","0","H801 H-80-1","null","0","90","1014","","Yes","11","Ounce(s)","9.75","1","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/43d7248f-14d8-4a83-a430-2274d9ea4915IMG_7620_clipped_rev_1.jpg"
"ER566BPW","Knife-Red/Brown Wood Handle BLACK FINISH PLAIN BLADE WITH CUT OUT ELK RIDGE LOGO","","13.5","","0","0","0805319093787","null","0","7","700","","Yes","4.2","Ounce(s)","4.5","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/451475d0-04ff-4351-bbb4-5c9ff660c843IMG_9030_clipped_rev_1.jpg"
"ER566SBW","Knife-wood handle SATIN FINISH PLAIN BLADE WITH CUT OUT ELK RIDGE LOGO","","13.5","","0","0","0805319093800","null","0","7","85","","Yes","4.1","Ounce(s)","4.5","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/07584432-ea76-46ab-b55d-d5ae1913bf8dIMG_8188_clipped_rev_1.jpg"
"ER566SPW","Knife- Red/brown wooden handle with silver blade and cutout elk ridge logo","","13.5","","0","0","0805319093770","null","0","7","1","OOS,Notify Stores Off","Yes","4.2","Ounce(s)","4.5","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/11a8dee0-cc52-4d03-8656-2183793b3f9dIMG_9058_clipped_rev_1.jpg"
"ERA002PW","Replacement for era160bw era159bw and era004bw if oos Dark Brown Pakkawood Black Blade","","12.5","","0","0","","null","0","7","2160","","Yes","4.1","Ounce(s)","0","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/c1d43dcd-7fee-4163-a565-f4111de6ba2eIMG_9041_clipped_rev_1 %282%29.jpg"
"ERA003BW","Knife- BROWN PAKKAWOOD HANDLE WITH BLACK BOLSTER & LEATHER LANYARD","","12.5","","0","0","","null","0","30","847","","Yes","6.7","Ounce(s)","4.75","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/06690992-832f-4285-91c8-d3a632ed8912IMG_9066_clipped_rev_1.jpg"
"ERA003SW","Knife- BROWN PAKKAWOOD HANDLE WITH SILVER BOLSTER & LEATHER LANYARD","","12.5","","0","0","0805319082040","null","0","30","56","","Yes","6.7","Ounce(s)","4.75","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/b723c865-449f-4c71-b777-ca6e137b56eaIMG_9073_clipped_rev_1.jpg"
"ERA004BW","Knife- red/brown wood handle black blade finger inlays on handle Alternate knife if era159bw and era160bw","","11.5","","0","0","0805319082439","null","0","30","900","","Yes","4.5","Ounce(s)","4.75","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/4b07d0c8-b4aa-4458-8714-d9669473628bIMG_9034_clipped_rev_1.jpg"
"ERA004GY","Black Blade Grey wood Knife","","11.5","","0","0","","null","0","120","2682","","Yes","4.5","Ounce(s)","4.75","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/add87e70-f72a-41b2-b585-21a5cf9de724IMG_9052_clipped_rev_1.jpg"
"ERA004SW","Use Alternate ERA160SW Alternate ERA159SW","","9.5","","0","0","","null","0","0","450","","Yes","4.5","Ounce(s)","4.75","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/18bba4f6-5f92-466c-aeb2-c15fa3680556IMG_9050_clipped_rev_1.jpg"
"ERA013PW","Knife-black blade; ALT ERA013RW","","9.5","","0","0","","null","0","90","230","","Yes","3.7","Ounce(s)","4.13","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/2f0d6209-5952-42b4-b988-38dbc8153cf9era013pw.jpg"
"ERA013RW","Black Blade Red Wood Knife ; ALT for ERA013PW","","9.5","","0","0","","null","0","90","0","","Yes","3.6","Ounce(s)","4.13","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/01fa3185-7375-49d5-bb1b-c2aadf420234IMG_8180_clipped_rev_1 %281%29.jpg"
"ERA159BW","Knife- red/brown wood handle Black Blade open loop on blade Alternate for era160bw","","9.5","","0","0","","null","0","7","0","","Yes","4","Ounce(s)","4.5","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/9684e280-f61b-49cf-bffe-83ca6066b0e8era159bw.jpg"
"ERA159SW","Use ALT ERA160SW ALT ERA004SW Knife- Red/brown wood handle with silver blade with hole in blade","","9.5","","0","0","ERA160SW","null","0","0","575","","Yes","4","Ounce(s)","4.5","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/531d8ce5-01c4-43c4-9411-073b9cb85a7aIMG_9045_clipped_rev_1.jpg"
"ERA160BW","Knife-redwood black blade; Replacement- ERA159BW; ERA004BW","","9.5","","0","0","0805319099673","null","0","90","12466","","Yes","4.4","Ounce(s)","4.5","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/31c0c659-63af-4531-ab12-15f56ea0ca34IMG_9034_clipped_rev_1 %281%29.jpg"
"ERA160SW","ALT ERA004SW ALT ERA159SW","","9.5","","0","0","","null","0","90","3337","","Yes","4","Ounce(s)","4.5","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/0e3b4939-3c56-44ad-b22b-bf80ef9f325dUntitled design %288%29.png"
"ERA161BW","Light Pakka Wood with Black Blade Knife","","10.5","","0","0","H-K2110254-O","null","0","90","2193","","Yes","4.69","Ounce(s)","4.25","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/ead1335b-58c0-47d8-9e1f-57cdbbb233b0IMG_8175_clipped_rev_1.jpg"
"ERA936ZW","ER-A961ZW Alternate for era936zw Knife-light brown handle silver blade clip er936zw","","9","","0","0","805319426813","null","0","90","557","","Yes","4.5","Ounce(s)","4.5","0","0","Inches","No","Engraving","0","0","https://cwaprodstorage.blob.core.windows.net/images/55308597-732f-44ce-a558-bb1cb21ae495IMG_9000_clipped_rev_1.jpg"
"EZBACKING","Cut Away Backing Paper 11in X 100yd","Embroidery Supplies","0","","0","0","13-11-100","null","0","7","0","","Yes","0","Ounce(s)","3600","0","11","Inches","No","Inventory","0","0",""
"EZEE_CAP_WHITE","Tear Away Backing Paper for Hats E-ZEE CAP JUST RIGHT 2.5oz 4.5inX7in 250/PK WHITE","Embroidery Supplies","0","","0","0","88-45.7","null","0","7","1","","Yes","0","Ounce(s)","0","0","0","Inches","No","Inventory","0","0",""
